pdb,cluster,chains
2SGQ,985,AB
7A50,2,AB
7A50,15497,AB
1WCI,1940,AB
1WCI,1091,AB
4OY2,34355,AD
4OY2,34356,AD
6DCV,1,AB
6DCV,1,AB
5I18,1,AB
5I18,1,AB
4U2W,41502,AB
4U2W,4,AB
6F5Z,35218,AC
6F5Z,11868,AC
4QUU,460,AB
4QUU,42748,AB
4R6U,14896,AC
4R6U,3505,AC
5GJK,12742,AB
5GJK,10291,AB
2ZU6,1089,AB
2ZU6,21338,AB
7MJH,48,AD
7MJH,2,AD
2ZVL,420,AB
2ZVL,37356,AB
4AE4,17846,AB
4AE4,17846,AB
4ADS,13655,AG
4ADS,21839,AG
4ADQ,8339,AE
4ADQ,4466,AE
3WKT,1307,AC
3WKT,1691,AC
5K8J,15454,AB
5K8J,3424,AB
5I16,1,AB
5I16,1,AB
5I17,1,AB
5I17,1,AB
5HNB,1528,BA
5HNB,1498,BA
1UHB,731,ABC
1UHB,720,ABC
4R6R,1312,AB
4R6R,1656,AB
6C5H,1,AB
6C5H,1,AB
4CTA,5336,AB
4CTA,5336,AB
2ZVV,420,AC
2ZVV,9228,AC
4P3Y,348,AB
4P3Y,238,AB
4QJ2,15,AE
4QJ2,7951,AE
4AIZ,2,AB
4AIZ,2,AB
4AIM,3624,AB
4AIM,20906,AB
2QCS,135,AB
2QCS,2506,AB
6BYK,66,AE
6BYK,33917,AE
4P37,20651,AB
4P37,20651,AB
6EH5,63,AB
6EH5,62,AB
2OPL,19651,AB
2OPL,19651,AB
6EH4,63,AB
6EH4,62,AB
2ZET,12,AB
2ZET,39817,AB
6EH7,63,AB
6EH7,62,AB
2P0W,20929,AC
2P0W,38754,AC
2OOV,404,AC
2OOV,404,AC
4U3X,2,AB
4U3X,7,AB
5I3L,4942,AC
5I3L,1030,AC
6BYL,66,AG
6BYL,26833,AG
6BYJ,66,AG
6BYJ,17496,AG
6EH6,63,AB
6EH6,62,AB
2SGF,476,AB
2SGF,985,AB
7LPX,113,BA
7LPX,108,BA
2SGE,476,AB
2SGE,985,AB
2SGD,476,AB
2SGD,985,AB
4QJ6,15,AE
4QJ6,21596,AE
2OP4,1,AB
2OP4,1,AB
4NR1,886,AB
4NR1,5461,AB
7MJN,254,BA
7MJN,48,BA
1WDD,522,AB
1WDD,1478,AB
6C99,1825,AB
6C99,6,AB
5I46,4,AB
5I46,1595,AB
6C97,1825,AB
6C97,6,AB
2OQE,404,AC
2OQE,404,AC
1UM9,1091,BA
1UM9,4746,BA
2OPP,108,AB
2OPP,113,AB
2ORB,1,AB
2ORB,1,AB
2ZAE,16678,AB
2ZAE,7549,AB
4B1W,76,AB
4B1W,27660,AB
4B1V,76,AC
4B1V,16583,AC
4B1U,76,AB
4B1U,16583,AB
4B1T,4,AB
4B1T,3144,AB
7MJO,1786,AE
7MJO,1123,AE
4B2C,4,AB
4B2C,3144,AB
4R7A,42288,AB
4R7A,1082,AB
2ZAL,29335,AB
2ZAL,2243,AB
4B2B,4,AB
4B2B,3144,AB
6BZD,17496,EA
6BZD,66,EA
4B2A,4,AB
4B2A,3144,AB
5GHS,3453,AC
5GHS,14999,AC
7MJP,1123,EA
7MJP,1786,EA
4QJE,154,AB
4QJE,154,AB
7MJM,48,AD
7MJM,254,AD
4AOR,4,AD
4AOR,16487,AD
5GHA,4508,AE
5GHA,3714,AE
6F5U,1452,AB
6F5U,1655,AB
6BZG,10851,AB
6BZG,14115,AB
4AP2,9681,AB
4AP2,6503,AB
4QJA,15,AC
4QJA,21993,AC
2ZD1,108,AB
2ZD1,113,AB
2OPS,108,AB
2OPS,113,AB
5HSZ,4335,AC
5HSZ,38610,AC
2OPQ,108,AB
2OPQ,113,AB
2ZDI,18261,AC
2ZDI,30986,AC
6C98,1825,AB
6C98,6,AB
6BX8,4,AB
6BX8,7103,AB
4AMK,1,AB
4AMK,1,AB
4QJ9,15,AC
4QJ9,21751,AC
2QDY,1346,AB
2QDY,943,AB
4OS7,4,AB
4OS7,11163,AB
4P3W,17793,AC
4P3W,29414,AC
5JZ8,2407,AB
5JZ8,1330,AB
4RTY,228,AB
4RTY,6028,AB
2ZMI,59,AB
2ZMI,686,AB
6EI1,18193,AB
6EI1,38,AB
7MJQ,1786,AE
7MJQ,1123,AE
4AJU,9310,AB
4AJU,4232,AB
5I30,1,AB
5I30,1,AB
1UJW,3496,AB
1UJW,16954,AB
2QWQ,317,AB
2QWQ,6733,AB
2ZPH,1346,AB
2ZPH,943,AB
1UKM,281,AB
1UKM,281,AB
5I1D,1,AB
5I1D,1,AB
7M0I,16659,AB
7M0I,3038,AB
5I1E,1,AB
5I1E,1,AB
4AID,3624,AD
4AID,20906,AD
1UJ0,228,AB
1UJ0,43512,AB
6C6Q,3817,AC
6C6Q,5547,AC
4RTZ,228,AB
4RTZ,8308,AB
2ZOL,10,ACEF
2ZOL,6,ACEF
5I1A,1,AB
5I1A,1,AB
5I1L,1,BA
5I1L,1,BA
6C6J,322,AB
6C6J,6,AB
6C7Y,1093,AB
6C7Y,37634,AB
4QJ8,15,AE
4QJ8,21993,AE
5JOR,1,AB
5JOR,1,AB
5GIJ,1802,AB
5GIJ,8280,AB
2P2T,818,AB
2P2T,32346,AB
4U4C,1881,AB
4U4C,34391,AB
2ZIR,827,BA
2ZIR,826,BA
2ZIS,826,AB
2ZIS,827,AB
4CRU,8756,AB
4CRU,4461,AB
6BXC,6362,AC
6BXC,3005,AC
4CRV,8756,AB
4CRV,4461,AB
4QJ7,15,AE
4QJ7,21751,AE
4CRW,9643,AB
4CRW,7502,AB
6BXA,6362,AC
6BXA,6523,AC
4OS1,4,AB
4OS1,11163,AB
4OS2,4,AB
4OS2,22598,AB
2P28,21489,AB
2P28,40459,AB
2QTW,2161,AB
2QTW,2861,AB
4AM9,5543,AB
4AM9,25777,AB
5JYL,2207,AB
5JYL,1,AB
4RV0,43589,AB
4RV0,43590,AB
4OS4,4,AB
4OS4,11163,AB
4OS5,4,AB
4OS5,11163,AB
5JYQ,22595,AB
5JYQ,22596,AB
4OS6,4,AB
4OS6,22598,AB
5I2N,468,AB
5I2N,468,AB
4RTW,228,AB
4RTW,6028,AB
7LPW,108,AB
7LPW,113,AB
2P45,101,AB
2P45,2,AB
4P78,15699,AC
4P78,27895,AC
5L88,1,AB
5L88,1,AB
2PCC,239,AB
2PCC,270,AB
5JKE,5511,AB
5JKE,2446,AB
4PO6,11274,AB
4PO6,31083,AB
7JTT,326,AB
7JTT,308,AB
6DFQ,63,AB
6DFQ,62,AB
5JXA,1,AB
5JXA,1,AB
7K65,21533,AB
7K65,2,AB
3WN7,363,AB
3WN7,33439,AB
7JR1,4,AB
7JR1,2524,AB
7K18,10747,AB
7K18,1080,AB
7LKM,11621,AC
7LKM,6467,AC
5JKC,5511,AB
5JKC,2446,AB
4A1T,318,AC
4A1T,13936,AC
7K0X,22296,AB
7K0X,1,AB
5JKD,5511,AB
5JKD,2446,AB
7K0Z,22296,AB
7K0Z,1,AB
7MIT,1786,AE
7MIT,1123,AE
7MJ6,10,ABC
7MJ6,6,ABC
7JNE,1008,AB
7JNE,30551,AB
4OVN,65,AB
4OVN,11587,AB
2QBX,1340,AC
2QBX,36410,AC
5JJW,33666,AB
5JJW,5242,AB
4U1S,10,ABC
4U1S,6,ABC
2OXH,12164,AB
2OXH,9124,AB
4A5W,3259,AB
4A5W,6288,AB
4A1U,572,AB
4A1U,13530,AB
5JKS,2504,AB
5JKS,6650,AB
7JTV,10011,AC
7JTV,41906,AC
4TPR,1,AB
4TPR,1,AB
4NMV,1034,AC
4NMV,10919,AC
6ELE,1,BA
6ELE,1,BA
5HJR,2083,AB
5HJR,5238,AB
5HJS,332,AC
5HJS,2284,AC
5JM1,1312,AB
5JM1,1656,AB
2PA8,2849,AB
2PA8,4117,AB
6EN9,474,AB
6EN9,444,AB
7JTY,2083,AB
7JTY,5123,AB
4QTU,3413,AB
4QTU,19033,AB
4QTT,3413,AB
4QTT,19033,AB
4A63,314,AB
4A63,8657,AB
7K5A,326,AB
7K5A,308,AB
7JPH,4823,AB
7JPH,1655,AB
7JPI,1452,AB
7JPI,1655,AB
7LM2,729,AB
7LM2,2621,AB
6DEZ,1,BA
6DEZ,1,BA
7JQW,326,AB
7JQW,308,AB
5K7L,65,BA
5K7L,5632,BA
5JJD,20982,AB
5JJD,1918,AB
4A69,26071,CA
4A69,1619,CA
7MKB,10,ABC
7MKB,6,ABC
7JPD,74,AB
7JPD,78,AB
4A5X,44136,CA
4A5X,22801,CA
5JUE,1,AB
5JUE,1,AB
7LO4,254,AB
7LO4,116,AB
7LKN,11621,AC
7LKN,6467,AC
5HGV,1298,AB
5HGV,5087,AB
5K6A,13,AC
5K6A,13,AC
4R62,227,AB
4R62,38,AB
4QJV,2849,AB
4QJV,7937,AB
7A5V,2380,AB
7A5V,3101,AB
7JQO,4,AB
7JQO,2524,AB
5JKM,166,AG
5JKM,166,AG
6DO1,203,ACGH
6DO1,2,ACGH
7JOD,4,AB
7JOD,2524,AB
7K0B,326,AB
7K0B,308,AB
7B80,1631,AB
7B80,3309,AB
7K29,363,AC
7K29,27303,AC
4A6N,3163,AB
4A6N,3163,AB
6DFV,63,AB
6DFV,62,AB
7JR2,4,AB
7JR2,2524,AB
7JRD,20319,AB
7JRD,714,AB
4P7I,1561,AC
4P7I,29876,AC
4A7G,259,AB
4A7G,259,AB
5JKL,166,AG
5JKL,166,AG
4TPS,34841,AB
4TPS,34842,AB
2OXG,12164,AB
2OXG,9124,AB
2QC1,1116,AB
2QC1,1988,AB
7JJQ,14,AB
7JJQ,14,AB
7JHX,1383,AC
7JHX,35512,AC
7JHW,326,AB
7JHW,308,AB
2SGP,476,AB
2SGP,985,AB
4MYW,5046,AB
4MYW,3676,AB
5HGG,4,AC
5HGG,2,AC
5JLV,1761,AC
5JLV,16326,AC
1XR9,10,ABC
1XR9,6,ABC
7K3Q,1,AB
7K3Q,1,AB
2R6A,2909,AC
2R6A,10217,AC
7JK7,14189,AB
7JK7,310,AB
1VWT,14,AB
1VWT,14,AB
4OUA,14404,AB
4OUA,20543,AB
5JKR,2504,AB
5JKR,6650,AB
4OVV,729,AB
4OVV,1258,AB
4CSR,1992,AB
4CSR,3791,AB
7K3J,818,AB
7K3J,23584,AB
6ELY,244,AB
6ELY,840,AB
4TOT,178,AE
4TOT,26209,AE
7LKQ,30830,AB
7LKQ,6467,AB
6DF0,1,AB
6DF0,1,AB
4AA2,12966,BA
4AA2,254,BA
7LKA,1,AB
7LKA,1,AB
4NNY,10,ABC
4NNY,6,ABC
7A6O,2362,AB
7A6O,2,AB
4NMT,1034,AC
4NMT,10919,AC
1XR8,10,ABC
1XR8,6,ABC
7MJA,10,ABC
7MJA,6,ABC
4OUR,1156,AB
4OUR,1156,AB
4NNX,10,ABC
4NNX,6,ABC
6DGF,2313,AB
6DGF,38,AB
4OUC,1568,AB
4OUC,37579,AB
5JWP,886,AB
5JWP,17617,AB
5JKT,2504,AB
5JKT,6650,AB
6EKK,16753,AC
6EKK,12,AC
1VYW,60,AB
1VYW,356,AB
2OX5,12164,AB
2OX5,9124,AB
4A4M,884,AB
4A4M,11513,AB
4U32,286,AB
4U32,4,AB
6ELI,108,AB
6ELI,113,AB
7JMS,3326,AB
7JMS,38,AB
5GKS,1,AB
5GKS,1,AB
7A78,332,AB
7A78,7089,AB
7JQN,4,AB
7JQN,2524,AB
7JN8,1008,AB
7JN8,29928,AB
4RWF,4677,AB
4RWF,24663,AB
5JHW,845,AC
5JHW,10385,AC
7JN9,1008,AB
7JN9,44122,AB
7A77,332,AB
7A77,7089,AB
7K3L,818,AB
7K3L,23672,AB
4PO5,255,AB
4PO5,255,AB
6DGN,10892,AB
6DGN,20169,AB
7JMX,1,AB
7JMX,1,AB
7B7S,356,BA
7B7S,60,BA
7JMM,1008,AB
7JMM,44041,AB
7JMQ,326,AB
7JMQ,308,AB
5HJO,2083,AB
5HJO,5238,AB
7LKL,326,AB
7LKL,308,AB
2PBI,15353,AB
2PBI,94,AB
4R4B,1,AB
4R4B,1,AB
2PGB,139,AB
2PGB,4,AB
7JM7,8670,AB
7JM7,7278,AB
7K2C,363,AC
7K2C,35469,AC
5JW5,1,AB
5JW5,1,AB
7LKO,11621,AC
7LKO,6467,AC
4RWV,1394,AB
4RWV,38912,AB
4PO7,3087,AB
4PO7,4636,AB
7JLL,326,AB
7JLL,308,AB
4A6F,7443,AB
4A6F,7443,AB
2P9V,247,AB
2P9V,247,AB
7JKR,1416,AB
7JKR,1505,AB
6BRB,17457,BA
6BRB,6452,BA
4RYT,1607,A
4RTU,228,A
4PYD,4570,A
4S2V,2453,A
4S2W,2453,A
4RTC,41,A
4PYA,4570,A
4RUK,418,A
4RXX,25990,A
4RUW,42321,A
4RU5,22247,A
4RUH,8016,A
4QA2,910,A
4PZA,8823,A
4RR5,1274,A
4RQV,307,A
4PXJ,38709,A
4RZX,8072,A
4RXA,246,A
4RUQ,15654,A
4S1T,853,A
4RZZ,9136,A
4RZM,15734,A
4PZH,9,A
4PZV,10638,A
4Q9G,383,A
4PZN,4924,A
4PY2,700,A
4S35,1513,A
4PZL,453,A
4S24,9986,A
4QAI,305,A
4PXS,2358,A
4QAH,80,A
4PXO,1496,A
4RXY,4064,A
4RSZ,270,A
4RV8,878,A
4RUU,105,A
4RV6,513,A
4RZU,8072,A
4RZ5,1845,A
4RUT,482,A
4S2T,8372,ACD
4PXY,20940,A
4PZU,4733,AGH
4RXO,798,A
4PXK,170,A
4RQT,350,A
4QAS,8779,A
4RUS,15654,A
4RYC,302,A
4RY1,6423,A
4RPT,11929,A
4Q9O,883,A
4RV3,1601,A
4RV1,41102,A
4QB5,10992,A
4QAQ,8779,A
4S38,3716,A
4RVW,13822,A
4RRW,482,A
4PZ0,6174,A
4QA0,910,A
4QB8,61,A
4RVN,6477,A
4RYW,41,A
4PZ3,857,AC
4RZ1,302,A
4Q9V,17149,A
4PYS,1675,A
4RS3,15337,A
4QB9,1308,A
4RWL,5,A
4RS0,482,A
4QA9,5288,A
4QAY,18038,A
4RYV,469,A
4RW5,6415,A
4RRX,482,A
4RYU,1607,A
4RX9,5,A
4PZ4,857,A
4PYH,16891,A
4RRT,351,A
4RW0,36837,A
4PYQ,387,A
4RVO,6477,A
4RVB,615,A
4S3Q,14653,A
4QA3,910,A
4RUY,9,A
4RV9,2585,A
4QA4,910,A
4PZ2,154,A
4RUZ,9,A
4QBB,7279,A
4QBC,383,A
4RUX,9,A
4RYX,2383,A
4S3R,14653,A
4RVG,2585,A
4RSL,2711,A
4RX5,5,A
4QB7,40991,A
4RX7,5,A
4RYN,6613,A
4RSD,101,A
4RVD,2585,A
4QA1,910,A
4RZ8,345,A
4RX8,5,A
4QAP,80,A
4S3E,3716,A
4QB3,51,A
4RYB,877,A
4S3K,21268,A
4RVQ,38338,A
4S3A,3716,A
4RU4,22247,A
4RX2,61,AGH
4PZ7,15162,A
4RTT,21347,A
4PYV,302,A
4RT0,11954,A
4RQY,1934,A
4S3G,1601,A
4RWE,1733,A
4S3C,3716,A
4Q9E,838,A
4PXA,2357,A
4PZF,1964,A
4QAR,8779,A
4S39,3716,A
4RTX,228,A
4RZ6,1845,A
4RY9,2816,A
4RT5,38501,A
4RX1,4079,A
4RYA,28063,A
4PYM,387,A
4RRY,482,A
4RQ9,1318,A
4QA7,910,AB
4S1X,13404,A
4PY9,22301,A
4RWM,7734,A
4S3H,38677,A
4S3J,21268,A
4QA6,910,ACD
4RX0,393,A
4PYW,297,ABC
4RVR,810,A
4Q9F,244,A
4RW3,6415,A
4QB1,3880,A
4RRZ,482,A
4RU0,24225,A
4Q9Y,9,A
4RYS,41,A
4QA5,910,ACD
4RU3,23487,A
4RYG,302,A
4QMT,5,A
4QAK,5656,A
4QKJ,4065,A
4R5D,42286,A
4R5C,22177,A
4QTC,1568,A
4QTB,47,A
4R5B,9,A
4QTA,47,A
4R5A,9,A
4R5O,30799,A
4QTO,154,A
4R60,8993,A
4QKG,4065,A
4R5L,1008,A
4QKH,4065,A
4QKI,4065,A
4R5K,1008,A
4QTD,47,A
4QTE,47,A
4R5E,4627,A
4R72,11183,A
4R74,11183,A
4R73,11183,A
4QUR,6319,A
4QV2,331,A
4QIR,411,A
4QUQ,6319,A
4QT9,8794,A
4R5F,1021,A
4QSX,460,A
4R59,9,A
4QSW,460,A
4QTG,2625,A
4QIS,5756,A
4QIT,5756,A
4R5J,1008,A
4R5I,1008,AB
4R5H,1912,A
4R4L,22614,A
4R4K,13899,A
4QSJ,9,A
4R4J,1912,A
4QSV,460,A
4QSU,460,A
4QST,460,A
4R54,1912,A
4QSS,460,A
4R53,329,A
4QSR,460,A
4QSQ,460,A
4R52,3904,A
4R51,1912,A
4QSP,460,A
4R4M,22614,A
4QSE,6827,A
4QSF,13893,A
4QU3,61,A
4R68,245,A
4R5W,513,A
4QKL,1846,A
4R5V,411,A
4R5T,411,A
4QU4,1881,A
4QKM,1846,A
4QK7,1846,A
4QKN,2063,A
4QKC,1846,A
4QTP,32517,A
4QU1,1910,A
4R3W,1912,A
4R3V,224,A
4QUS,12773,A
4R75,11183,A
4R9K,20122,A
4QW2,15404,A
4R8K,18363,AGH
4R99,2554,A
4QI3,28182,A
4QI4,9535,A
4QX6,258,A
4QWT,2962,A
4QHS,11707,AG
4QJK,2485,A
4QUZ,331,A
4R6Y,33997,A
4QVH,160,A
4R7G,2767,A
4R7F,33693,A
4QVB,9056,A
4R7Q,5005,A
4R8N,169,A
4QHP,411,A
4QWO,36005,A
4QY9,7,A
4QI0,7578,A
4QXE,6362,A
4QXD,42240,A
4QXS,246,A
4QXR,861,A
4QXQ,861,A
4R9X,26951,A
4QWP,5287,A
4QXV,167,A
4R9T,793,A
4QI1,170,A
4QVZ,15404,A
4R8H,996,A
4R8D,4312,A
4R82,21972,A
4R7P,14300,A
4QUT,460,AB
4R81,26600,A
4R5X,411,A
4QIZ,9,A
4QUG,587,ACD
4R6E,513,A
4R6B,41,A
4R6A,662,A
4QJ0,9,A
4QUP,6319,A
4QIP,469,A
4QUO,411,A
4QUN,80,A
4QJ1,878,A
4R6J,3566,A
4R6V,5,A
4R69,245,A
4QTX,587,AB
4R5Z,4312,A
4R7X,16169,A
4R7O,2802,AG
4QIU,5756,A
4R7L,615,A
4QVK,12471,A
4R7J,878,A
4R7W,3192,A
4R7R,28113,A
4R88,3192,A
4R86,23952,A
4R7T,2723,A
4R85,3192,A
4QVT,12773,AGH
4R7S,36350,A
4R2Z,301,A
4R2X,597,A
4R2W,597,A
4QNV,6614,A
4QPN,25381,A
4QNK,1911,AGH
4QNL,23419,A
4R1M,6477,A
4R1L,6477,A
4QNY,47,A
4QNM,3327,A
4QO9,5,A
4R01,9161,A
4R09,662,A
4QNX,6614,A
4QO8,245,A
4QNW,305,A
4R08,662,A
4QO7,245,A
4QNJ,1911,A
4QQ0,42619,A
4QPO,10343,A
4QLY,6356,A
4R0S,16431,A
4QPB,5515,A
4QMH,14628,A
4QLX,6356,A
4QPK,18487,A
4R1J,41496,A
4R1H,38963,A
4QQ1,4479,A
4QLZ,1979,A
4R1F,4891,A
4QPE,411,A
4QM1,878,A
4QLW,361,A
4R23,3295,B
4R07,662,A
4QNU,6614,AGH
4R37,1003,A
4R06,109,A
4QOD,684,A
4R12,35389,A
4QP0,4336,A
4R0N,418,A
4QOL,712,A
4R0K,13080,A
4QN9,37650,A
4QMW,5,A
4QMV,5,A
4QN3,401,A
4QN4,401,A
4QMS,5,A
4QN7,401,A
4QN5,401,A
4QN6,401,A
4QN2,154,AGH
4QMQ,5,A
4QOE,684,A
4R0A,662,A
4QNE,878,A
4QO5,43371,A
4QNS,31833,A
4QNR,3327,A
4R03,24658,A
4QOA,6944,A
4QOJ,684,A
4R0F,7,A
4R0J,21904,A
4QOI,684,A
4QNI,10537,A
4QMY,5,A
4QOH,684,A
4QOF,684,A
4QOS,3327,A
4QME,411,A
4QMC,155,A
4QMA,7145,A
4QS6,2625,A
4QS5,2625,A
4QJP,9,A
4QK2,9,A
4QS4,13690,A
4QJQ,515,A
4R43,693,A
4R42,22658,A
4R41,1912,A
4QRO,2625,AGH
4QRN,2625,A
4R3N,1912,A
4R29,28130,A
4QLI,66,AB
4QQ8,5117,A
4QJO,9,A
4R3F,178,A
4R3H,539,A
4QRK,30162,A
4QQV,10326,A
4R36,1003,A
4QQU,1806,A
4R3E,178,A
4QRC,5,A
4QRL,21344,A
4R3K,5282,A
4QRH,2823,A
4QRJ,8150,A
4QJW,9,A
4QJX,9,A
4QJY,3324,A
4R3J,3295,A
4QRI,2074,A
4R1U,3307,A
4QLJ,209,A
4QPT,7261,A
4QQN,3612,A
4R31,597,A
4R30,28576,A
4QKT,361,A
4R2N,4312,A
4QKU,6535,A
4QML,5,A
4QP5,5515,A
4QL5,2324,A
4QMM,5,A
4QMO,5,A
4QN1,43791,A
4R0T,16431,A
4QOT,2704,A
4QMP,5,A
4QQR,17796,A
4QKS,3348,A
4QQC,5,A
4QLL,209,A
4R2L,10060,A
4R2K,8922,A
4QLK,209,A
4QQK,1542,A
4R2J,8922,A
4QQJ,5,A
4QKY,15173,A
4R33,8258,A
4QQE,333,A
4QL0,15173,A
4QQT,5,A
4QQS,17632,A
4R34,8258,A
4QL1,333,A
4R9J,793,A
4QYY,47,A
4S2C,1845,A
4RN0,910,A
4RNA,514,A
4QEW,51,A
4S01,9136,A
4S00,9136,A
4RNL,22326,A
4RLV,39225,A
4RLS,245,A
4RLR,34171,A
4RLQ,3680,A
4RM1,3913,A
4RLO,307,A
4RM0,331,A
4RLZ,331,A
4RLY,29198,A
4QF9,395,A
4RNC,43597,A
4QF8,155,A
4RNG,23842,A
4QEZ,674,A
4RMU,6,A
4RMT,6,A
4RN5,1220,A
4RMS,6,A
4RN4,9,A
4QF2,4171,A
4RN1,910,A
4RMR,6,A
4QER,155,A
4QF4,169,A
4QEU,51,A
4QEV,51,A
4RN3,23629,A
4RMA,1561,A
4RMN,3680,A
4RMV,6,A
4RML,12952,A
4RLG,3913,A
4RK5,10306,A
4RK2,25766,A
4RJX,13876,A
4QG8,415,A
4QG9,415,A
4RK8,393,A
4RKA,393,A
4QFL,2702,A
4RKK,34748,A
4RJ3,60,A
4RJ2,423,A
4RJ0,3913,A
4RIZ,3913,A
4RLI,393,A
4RLK,86,A
4RLL,86,A
4RKP,12786,A
4RMJ,519,A
4QEK,2138,A
4QEM,155,A
4RKS,12786,A
4RL3,12106,A
4RKQ,18466,A
4QGC,415,A
4RLD,302,A
4QGI,15,A
4QGB,242,A
4QFV,4188,A
4RKZ,12786,A
4RL8,23013,A
4RLF,3680,A
4RN7,9460,A
4QHZ,32575,A
4S1A,38240,A
4RR4,393,A
4S34,47,A
4S33,47,A
4QDC,7625,A
4S32,47,A
4QDE,5416,A
4RR1,1934,A
4RQL,351,A
4S0X,1391,A
4ROX,331,A
4S0W,52,A
4QDG,13975,A
4QD3,627,A
4S17,1095,A
4QCK,7625,A
4QBM,1460,ACD
4S2E,1513,A
4QBK,627,A
4QBN,40156,A
4QCA,2504,A
4QBW,80,A
4QC9,2504,A
4QBZ,662,A
4RQB,1725,A
4S2B,1845,A
4RQA,1725,A
4QBJ,357,A
4QC0,662,A
4S2A,4318,A
4QC3,810,AC
4QBS,12796,AB
4RQK,307,A
4QBT,5750,A
4RPB,331,A
4QEB,5416,A
4RMW,6,A
4S0Z,692,A
4QDH,6362,A
4RNU,14804,A
4RO5,22677,A
4RO3,35434,A
4RNQ,676,A
4RNZ,17802,A
4QDI,6329,A
4RNY,17802,A
4S12,10995,A
4QDJ,21625,A
4QDK,21625,A
4QDM,292,A
4QDN,24216,A
4QE0,41898,A
4QDO,2138,A
4QDV,5416,A
4RNV,14804,A
4RNW,14804,A
4S1G,302,A
4QEC,13,A
4QED,13,A
4QEF,9,A
4RPI,2466,A
4QDX,2138,A
4QDY,42591,A
4QDZ,2138,A
4RO9,8174,A
4RPC,24642,A
4QDQ,7143,A
4S22,38,A
4QDS,36396,A
4RPO,5738,A
4RNX,40346,A
4RJ8,243,A
4RIV,9,A
4QFO,2702,A
4RD1,716,A
4RE3,209,A
4RE2,209,A
4QHT,11707,AG
4RE0,860,A
4QI6,20966,A
4RDO,2034,A
4RDZ,860,A
4RDY,860,A
4RE9,819,A
4RDW,7092,A
4RE8,59,A
4REF,59,A
4REE,59,A
4RCF,90,A
4RD3,716,A
4RDR,13822,A
4QI5,9535,A
4RE4,209,A
4RFB,2526,A
4REP,44107,A
4QIG,2254,AG
4RF9,5867,A
4REX,16217,A
4QIB,14509,A
4RDN,2034,A
4RDS,7,A
4QID,170,A
4RDI,8383,A
4RDH,8383,A
4RDV,7092,A
4RE5,3610,A
4RDT,13822,A
4RCP,870,AB
4RD7,13798,A
4RJ7,243,A
4RDC,5115,A
4RAW,180,A
4QHW,19517,A
4QHX,19517,A
4RA2,5051,A
4RA1,4690,A
4RA5,307,A
4RAB,1489,A
4RAA,24536,A
4QZU,105,A
4QZT,105,A
4QZS,51,A
4QYT,5266,A
4QYR,2721,A
4QYP,105,A
4QYN,105,A
4RAY,7693,A
4RAZ,7693,A
4QI7,20966,A
4RBX,3354,A
4RDB,15528,A
4RBT,2254,A
4RBS,180,A
4QHV,417,A
4RC1,18963,AGHI
4RBM,15049,A
4RB0,7693,A
4RBW,3354,A
4RBV,2254,AG
4RBU,2254,AGHI
4RCD,90,A
4QIF,2254,AGHI
4QIE,2254,AGHI
4RF5,13,A
4REU,1550,A
4RHL,7297,A
4RHK,7297,A
4QHI,7526,A
4RI5,80,A
4RHS,3581,A
4QHJ,7526,A
4QHB,16444,A
4RGQ,15146,A
4RH2,9,A
4RGP,33039,A
4RH1,5441,A
4QHC,61,A
4RH0,5441,A
4RGK,7255,A
4RGX,6787,A
4RHM,7297,A
4QHH,7526,A
4RI0,2666,A
4RJE,458,A
4QG0,798,A
4RIU,9,A
4RJ6,243,A
4RIT,3913,A
4QFP,2702,A
4RJJ,4991,AGH
4QHD,454,A
4QHG,7526,A
4RHR,3581,A
4RHQ,7297,A
4QHE,454,A
4QHF,7526,A
4RI1,35705,A
4RHO,42385,A
4RGU,6787,A
4RGT,2526,A
4RGS,6787,A
4REK,1879,A
4QGN,5377,A
4RGI,35336,A
4REO,242,A
4REN,4251,A
4REM,4251,A
4REL,4251,A
4RF8,5867,A
4QH9,454,A
4QH0,20832,A
4QGO,20832,A
4QGP,36968,A
4RF7,5867,A
4QGR,1512,A
4REV,22782,A
4RGA,7262,A
4RG2,2141,A
4RH4,1109,A
4RHH,13026,A
4RGR,6787,A
4RH3,3699,A
4RHA,10726,A
4RGZ,2674,A
4RHJ,7297,A
4RHI,7297,A
4RHF,4647,A
4RG5,160,A
4RHE,4647,A
4QH4,403,A
4RFL,15146,A
4QGT,218,A
4RFV,5640,A
4RFU,26909,A
4RF3,13,A
6ZZR,245,AGH
4RZS,4101,A
2PKW,11326,A
2Q0B,5,A
2POC,3635,A
2Q0H,3154,A
2PMY,40304,A
2PN1,36204,A
2PMP,2875,A
2PN2,27148,A
2PN5,14729,A
2PMU,30591,A
2PMV,19527,A
2PNC,2195,A
2PM8,67,A
2PLW,34521,A
2PLZ,3195,A
2PLR,8072,A
2PM5,1975,A
2PMA,29877,A
2PMB,7382,A
2PMF,3291,A
2POB,109,A
2POQ,9629,A
2Q0Q,6228,AGH
2PPE,277,A
2Q18,7546,A
2PP9,277,A
2Q0X,42687,A
2Q0Y,36243,A
2Q1P,155,A
2Q22,25767,A
2PPQ,23172,A
2PPC,277,A
2PPD,277,A
2Q1E,2,A
2PP0,1379,A
2PPF,277,A
2Q1F,34055,A
2Q1H,309,A
2PNY,8275,A
2Q03,36531,A
2Q04,36192,A
2PNS,194,A
2PNU,309,A
2PNW,9441,A
